Label,NarratorID_Mapped,NarratorNameAr,NarratorNameAr-Mapped,NarratorNameEn-Mapped,Gender,NarratorGeneration
Abdullah bin Muhammad bin Man,11871,عبد الله بن محمد بن معن الغفارى المدنى,عبد الله بن محمد بن معن,Abdullah bin Muhammad bin Man,Male,Follower(Tabi')
Abdullah bin Muslim bin Ubaidullah (3),11872,عبد الله بن مسلم بن عبيد الله الزهرى,عبد الله بن مسلم بن عبيد الله,Abdullah bin Muslim bin Ubaidullah (3),Male,Follower(Tabi')
Abdullah bin Mabad bin al-Abbas (3),11873,عبد الله بن معبد بن العباس بن عبد المطلب,عبد الله بن معبد بن العباس بن عبد المطلب,Abdullah bin Mabad bin al-Abbas (3),Male,Follower(Tabi')
Abdullah bin Waqd ,11874,عبد الله بن واقد بن عبد الله العدوى,عبد الله بن واقد بن عبد الله,Abdullah bin Waqd ,Male,Follower(Tabi')
Abdul Hameed bin Jafar (6),11875,عبد الحميد بن جعفر بن عبد الله الأنصارى,عبد الحميد بن جعفر بن عبد الله,Abdul Hameed bin Jafar (6),Male,Follower(Tabi')
Abdur Rahman bin Ishaq ,11876,عبد الرحمن بن إسحاق بن عبد الله الكنانى,عبد الرحمن بن إسحاق بن عبد الله,Abdur Rahman bin Ishaq ,Male,Follower(Tabi')
Abdur Rahman bin Bashr ,11877,عبد الرحمن بن بشر بن مسعود الأنصارى,عبد الرحمن بن بشر بن مسعود الأنصاري,Abdur Rahman bin Bashr ,Male,Follower(Tabi')
Abdur Rahman bin Harmala ,11878,عبد الرحمن بن حرملة بن عمرو الأسلمى,عبد الرحمن بن حرملة بن عمرو بن سنة,Abdur Rahman bin Harmala ,Male,Follower(Tabi')
Abdur Rahman bin Abi Said al-Khudri (3),11879,عبد الرحمن بن أبى سعيد الخدرى,عبد الرحمن بن أبي سعيد,Abdur Rahman bin Abi Said al-Khudri (3),Male,Follower(Tabi')
Abdur Rahman bin Sad ,11880,عبد الرحمن بن سعد المدنى مولى ابن سفيان,عبد الرحمن بن سعد المدني مولى,Abdur Rahman bin Sad ,Male,Follower(Tabi')
Abdur Rahman bin Sad,11881,عبد الرحمن بن سعد الأعرج المدنى المقعد,عبد الرحمن بن سعد الأعرج أبو حميد,Abdur Rahman bin Sad,Male,Follower(Tabi')
Abdur Rahman bin al-Miswar,11882,عبد الرحمن بن المسور بن مخرمة الزهرى,عبد الرحمن بن المسور بن مخرمة,Abdur Rahman bin al-Miswar,Male,Follower(Tabi')
Abdur Rahman bin Mahran,11883,عبد الرحمن بن مهران أبو محمد المدنى,عبد الرحمن بن مهران المدني أبو محمد,Abdur Rahman bin Mahran,Male,Follower(Tabi')
Abdur Rahman bin Yaqub (3),11884,عبد الرحمن بن يعقوب الجهنى مولى الحرقة,عبد الرحمن بن يعقوب الجهني,Abdur Rahman bin Yaqub (3),Male,Follower(Tabi')
Abdul Malik bin Said ,11885,عبد الملك بن سعيد بن سويد الأنصارى المدنى,عبد الملك بن سعيد بن سويد الأنصاري,Abdul Malik bin Said ,Male,Follower(Tabi')
Abdul Wahid bin Hamza bin Abdullah (6),11886,عبد الواحد بن حمزة بن عبد الله الأسدى,عبد الواحد بن حمزة بن عبد الله,Abdul Wahid bin Hamza bin Abdullah (6),Male,Follower(Tabi')
Ubaid bin Jryj al-Tymy (3),11887,عبيد بن جريج التيمى المدنى,عبيد بن جريج التيمي مولاهم المدني,Ubaid bin Jryj al-Tymy (3),Male,Follower(Tabi')
Ubaidh bin Sufyan bin al-Harith (3),11888,عبيدة بن سفيان بن الحارث بن الحضرمى,عبيدة بن سفيان بن الحارث بن الحضرمي,Ubaidh bin Sufyan bin al-Harith (3),Male,Follower(Tabi')
Uthman bin Hakeem bin Aabad (5),11889,عثمان بن حكيم بن عباد بن حنيف الأنصارى,عثمان بن حكيم بن عباد بن حنيف,Uthman bin Hakeem bin Aabad (5),Male,Follower(Tabi')
Uthman bin Hyan (3),11890,عثمان بن حيان أبو المغراء الدمشقى,عثمان بن حيان,Uthman bin Hyan (3),Male,Follower(Tabi')
Ajlan Mwla Fitima bint,11891,عجلان المدنى مولى فاطمة بنت عتبة,عجلان مولى فاطمة بنت عتبة,Ajlan Mwla Fitima bint,Male,Follower(Tabi')
Ataa bin Yaqub al-Madni ,11892,عطاء بن يعقوب المدنى مولى ابن سباع,عطاء بن يعقوب المدني مولى بن سباع,Ataa bin Yaqub al-Madni ,Male,Follower(Tabi')
Ali bin Abdur Rahman (4),11893,على بن عبد الرحمن المعاوى الأنصارى,علي بن عبد الرحمن المعاوي,Ali bin Abdur Rahman (4),Male,Follower(Tabi')
Amarah bin Ghazya bin al-Harith (6),11894,عمارة بن غزية بن الحارث الأنصارى المازنى,عمارة بن غزية بن الحارث,Amarah bin Ghazya bin al-Harith (6),Male,Follower(Tabi')
Umar bin Ishaq al-Madni ,11895,عمر بن إسحاق المدنى مولى زائدة,عمر بن إسحاق المدني مولى زائدة حجازي,Umar bin Ishaq al-Madni ,Male,Follower(Tabi')
Umar bin Thabit (3),11896,عمر بن ثابت الأنصارى الخزرجى,عمر بن ثابت الأنصاري,Umar bin Thabit (3),Male,Follower(Tabi')
Umar bin al-Hakam bin Thuban (3),11897,عمر بن الحكم بن ثوبان المدنى,عمر بن الحكم بن ثوبان,Umar bin al-Hakam bin Thuban (3),Male,Follower(Tabi')
Umar bin al-Hakam bin Rafai,11898,عمر بن الحكم بن رافع بن سنان المدنى,عمر بن الحكم بن رافع بن سنان,Umar bin al-Hakam bin Rafai,Male,Follower(Tabi')
Umar bin Hamza bin Abdullah (6),11899,عمر بن حمزة بن عبد الله بن عمر العمرى,عمر بن حمزة بن عبد الله بن عمر,Umar bin Hamza bin Abdullah (6),Male,Follower(Tabi')
Abu Bakr bin Abi Musa al-Ashaari (3),11900,أبو بكر بن أبى موسى الأشعرى,أبو بكر بن أبى موسى الأشعري,Abu Bakr bin Abi Musa al-Ashaari (3),Male,Follower(Tabi')
Abu Barda bin Abi Musa al-Ashaari (3),11901,أبو بردة بن أبى موسى الأشعرى,أبو بردة / الحارث بن أبي موسى الأشعري,Abu Barda bin Abi Musa al-Ashaari (3),Male,Follower(Tabi')
Ubada bin al-Waleed bin Ubada (4),12201,عبادة بن الوليد بن عبادة بن الصامت,عبادة بن الوليد بن عبادة بن الصامت,Ubada bin al-Waleed bin Ubada (4),Male,Follower(Tabi')
Abdullah bin Farukh,12238,عبد الله بن فروخ التيمى مولى عائشة,عبد الله بن فروخ التيمي,Abdullah bin Farukh,Male,Follower(Tabi')
Muhammad bin Kab bin Malik ,12483,محمد بن كعب بن مالك الأنصارى السلمى,محمد بن كعب بن مالك الأنصاري السلمي,Muhammad bin Kab bin Malik ,Male,Follower(Tabi')
Yazid bin Ziyad,12586,زياد بن أبى زياد المخزومى مولى ابن عياش,يزيد بن زياد بن أبي زياد,Yazid bin Ziyad,Male,Follower(Tabi')
Abu Yahya Mwla Aal ,12644,أبو يحيى مولى آل جعدة المخزومى المدنى,أبو يحيى مولى آل,Abu Yahya Mwla Aal ,Male,Follower(Tabi')
"Nafid, Abu Mabad, Client Of Ibn Abbas (4)",13127,نافذ أبو معبد مولى ابن عباس,نافذ أبو معبد مولى بن عباس,"Nafid, Abu Mabad, Client Of Ibn Abbas (4)",Male,Follower(Tabi')
Ziyad bin Ryah al-Hdhly,14129,زياد بن رياح أبو قيس البصرى,زياد بن رياح الهذلي,Ziyad bin Ryah al-Hdhly,Male,Follower(Tabi')
Musa bin Anas bin Malik (4),14383,موسى بن أنس بن مالك الأنصارى,موسى بن أنس بن مالك,Musa bin Anas bin Malik (4),Male,Follower(Tabi')
Jabir bin Yazid bin al-Harith,15060,جابر بن يزيد بن الحارث الجعفى,جابر بن يزيد بن الحارث,Jabir bin Yazid bin al-Harith,Male,Follower(Tabi')
Husayn bin Jundab bin al-Harith,15096,حصين بن جندب بن الحارث أبو ظبيان الجنبى,حصين بن جندب بن الحارث,Husayn bin Jundab bin al-Harith,Male,Follower(Tabi')
Husayn bin Abdur Rahman al-Salmi (5),15097,حصين بن عبد الرحمن أبو الهذيل السلمى,حصين بن عبد الرحمن السلمي,Husayn bin Abdur Rahman al-Salmi (5),Male,Follower(Tabi')
Abu Ubaida bin Abdullah bin Masud,15681,أبو عبيدة بن عبد الله بن مسعود الهذلى,أبو عبيدة بن عبد الله بن مسعود,Abu Ubaida bin Abdullah bin Masud,Male,Follower(Tabi')
Farwah bin Nawful al-Ashjai ,15902,فروة بن نوفل الأشجعى,فروة بن نوفل الأشجعي,Farwah bin Nawful al-Ashjai ,Male,Follower(Tabi')
Akrmh Mwla bin Abbas Yrwy,16975,عكرمة أبو عبد الله مولى ابن عباس,عكرمة مولى بن عباس,Akrmh Mwla bin Abbas Yrwy,Male,Follower(Tabi')
Zayd bin Abi Atab ,17024,زيد بن أبى عتاب الشامى مولى معاوية,زيد بن أبي عتاب,Zayd bin Abi Atab ,Male,Follower(Tabi')
Ayad al-Ashry (0),17337,عياض بن عمرو الأشعرى,عياض الأشعري,Ayad al-Ashry (0),Male,Follower(Tabi')
Abdul al-Kareem bin Malik (6),18655,عبد الكريم بن مالك أبو سعيد الجزرى,عبد الكريم بن مالك الجزري أبو سعيد,Abdul al-Kareem bin Malik (6),Male,Follower(Tabi')
Umar bin Safina,18774,عمر بن سفينة مولى أم سلمة,عمر بن سفينة,Umar bin Safina,Male,Follower(Tabi')
Muhammad bin Jahada (5),18897,محمد بن جحادة الكوفى,محمد بن جحادة,Muhammad bin Jahada (5),Male,Follower(Tabi')
Musa bin Yasar al-Urdani (6),19054,موسى بن يسار المطلبى المدنى,موسى بن يسار الأردني,Musa bin Yasar al-Urdani (6),Male,Follower(Tabi')
Yahya bin al-Husain al-Ahmsy (4),19143,يحيى بن الحصين الأحمسى,يحيى بن الحصين الأحمسي,Yahya bin al-Husain al-Ahmsy (4),Male,Follower(Tabi')
al-Harith bin Abdullah al-Awar (2),19865,الحارث بن عبد الله الأعور الهمدانى,الحارث بن عبد الله الأعور,al-Harith bin Abdullah al-Awar (2),Male,Follower(Tabi')
al-Harith bin Abdur Rahman (5),19903,الحارث بن عبد الرحمن بن أبى ذباب الدوسى,الحارث بن عبد الرحمن القرشي,al-Harith bin Abdur Rahman (5),Male,Follower(Tabi')
Muhammad bin Amr bin Ata,19961,محمد بن عمرو بن عطاء القرشى العامرى,محمد بن عمرو بن عطاء,Muhammad bin Amr bin Ata,Male,Follower(Tabi')
Nubiya bin Wahb bin Uthman (3),19965,نبيه بن وهب بن عثمان العبدرى المدنى,نبيه بن وهب بن عثمان,Nubiya bin Wahb bin Uthman (3),Male,Follower(Tabi')
Imam Maalik (7),20001,مالك بن أنس بن مالك بن أبى عامر الأصبحى,مالك بن أنس بن مالك بن أبي عامر,Imam Maalik (7),Male,Succ. (Taba' Tabi')
Sufyan bin Uyaynah (8),20005,سفيان بن عيينة الهلالى,سفيان بن عيينة,Sufyan bin Uyaynah (8),Male,Succ. (Taba' Tabi')
Sufyan bin Sa‘id Ath-Thawri (7),20012,سفيان بن سعيد بن مسروق الثورى,سفيان الثوري,Sufyan bin Sa‘id Ath-Thawri (7),Male,Succ. (Taba' Tabi')
Umar bin Sa‘id Ath-Thawri,20013,عمر بن سعيد بن مسروق الثورى,عمر بن سعيد الثوري,Umar bin Sa‘id Ath-Thawri,Male,Succ. (Taba' Tabi')
Said bin Masrooq Ath-Thawri (6),20016,سعيد بن مسروق الثورى,سعيد بن مسروق الثوري,Said bin Masrooq Ath-Thawri (6),Male,Succ. (Taba' Tabi')
Shubah bin al-Hajjaj (7),20020,شعبة بن الحجاج العتكى,شعبة بن الحجاج,Shubah bin al-Hajjaj (7),Male,Succ. (Taba' Tabi')
Hammad bin Salama (8),20021,حماد بن سلمة بن دينار أبو سلمة البصرى,حماد بن سلمة,Hammad bin Salama (8),Male,Succ. (Taba' Tabi')
Hammad bin Zayd (8),20022,حماد بن زيد بن درهم أبو إسماعيل البصرى,حماد بن زيد بن درهم الأزدي الأزرق,Hammad bin Zayd (8),Male,Succ. (Taba' Tabi')
al-Laith bin Sad (7),20023,الليث بن سعد أبو الحارث المصرى,الليث بن سعد,al-Laith bin Sad (7),Male,Succ. (Taba' Tabi')
Abdur Rahman bin Amr al-Awzai (7),20024,عبد الرحمن بن عمرو بن أبى عمرو الأوزاعى,عبد الرحمن بن عمرو أبو عمرو الأوزاعي,Abdur Rahman bin Amr al-Awzai (7),Male,Succ. (Taba' Tabi')
Abdullah bin Mubarak (8),20025,عبد الله بن المبارك المروزى,عبد الله بن المبارك,Abdullah bin Mubarak (8),Male,Succ. (Taba' Tabi')
Abdul Aziz bin Abdullah al-Majashun (7),20026,عبد العزيز بن أبى سلمة الماجشون,عبد العزيز بن عبد الله الماجشون,Abdul Aziz bin Abdullah al-Majashun (7),Male,Succ. (Taba' Tabi')
Yusuf bin Yaqub bin Abi Salma (8),20027,يوسف بن يعقوب بن أبى سلمة الماجشون,يوسف بن يعقوب بن أبي سلمة الماجشون,Yusuf bin Yaqub bin Abi Salma (8),Male,Succ. (Taba' Tabi')
Jarir bin Abdul Hameed al-Razi (8),20028,جرير بن عبد الحميد بن قرط الضبى,جرير بن عبد الحميد أبو عبد الله الضبي,Jarir bin Abdul Hameed al-Razi (8),Male,Succ. (Taba' Tabi')
Abdullah bin Wahb (9),20029,عبد الله بن وهب بن مسلم المصرى,عبد الله بن وهب بن مسلم القرشي,Abdullah bin Wahb (9),Male,Succ. (Taba' Tabi')
Yahya bin Said bin Farroukh al-Qatan (9),20031,يحيى بن سعيد بن فروخ القطان,يحيى بن سعيد بن فروخ القطان,Yahya bin Said bin Farroukh al-Qatan (9),Male,Succ. (Taba' Tabi')
Waki bin al-Jarrah (9),20032,وكيع بن الجراح بن مليح الرؤاسى,وكيع بن الجراح,Waki bin al-Jarrah (9),Male,Succ. (Taba' Tabi')
Abdur Rahman bin Mahdi (9),20033,عبد الرحمن بن مهدى بن حسان العنبرى,عبد الرحمن بن مهدي,Abdur Rahman bin Mahdi (9),Male,Succ. (Taba' Tabi')
Muhammad bin Yusuf al-Faryabi,20034,محمد بن يوسف بن واقد بن عثمان الفريابى,محمد بن يوسف الفريابي,Muhammad bin Yusuf al-Faryabi,Male,Succ. (Taba' Tabi')
Musa bin Ismail al-Munqari al-Tabudhaki (9),20040,موسى بن إسماعيل أبو سلمة التبوذكى,موسى بن إسماعيل المنقري - لتبوذكي,Musa bin Ismail al-Munqari al-Tabudhaki (9),Male,Succ. (Taba' Tabi')
Abdullah bin Idris bin Yazid al-Audi (8),20102,عبد الله بن إدريس بن يزيد الأودى,عبد الله بن إدريس بن يزيد الأودي,Abdullah bin Idris bin Yazid al-Audi (8),Male,Succ. (Taba' Tabi')
Mamar bin Rashid (7),20115,معمر بن راشد أبو عروة الأزدى البصرى,معمر بن راشد,Mamar bin Rashid (7),Male,Succ. (Taba' Tabi')
Yunus bin Bukayr al-Shaybani (9),20118,يونس بن بكير بن واصل أبو بكر الشيبانى,يونس بن بكير بن واصل الشيباني,Yunus bin Bukayr al-Shaybani (9),Male,Succ. (Taba' Tabi')
Abdur-Razzaq (9),20121,عبد الرزاق بن همام أبو بكر الصنعانى,عبد الرزاق بن همام,Abdur-Razzaq (9),Male,Succ. (Taba' Tabi')
Ibrahim bin Sad bin Ibrahim (8),20150,إبراهيم بن سعد بن إبراهيم الزهرى المدنى,إبراهيم بن سعد بن إبراهيم,Ibrahim bin Sad bin Ibrahim (8),Male,Succ. (Taba' Tabi')
Ismail bin Jafar bin Abi Kathir (8),20155,إسماعيل بن جعفر بن أبى كثير الأنصارى,إسماعيل بن جعفر بن أبي كثير الأنصاري,Ismail bin Jafar bin Abi Kathir (8),Male,Succ. (Taba' Tabi')
Aflah bin Hameed bin Nafi (7),20156,أفلح بن حميد بن نافع الأنصارى المدنى,أفلح بن حميد بن نافع,Aflah bin Hameed bin Nafi (7),Male,Succ. (Taba' Tabi')
"Abu Damra, Anas bin Ayyad (8)",20157,أنس بن عياض بن ضمرة أبو ضمرة الليثى,أنس بن عياض الليثي - أبو ضمرة,"Abu Damra, Anas bin Ayyad (8)",Male,Succ. (Taba' Tabi')
Hatm bin Ismail al-Madni (8),20159,حاتم بن إسماعيل أبو إسماعيل المدنى,حاتم بن إسماعيل المدني,Hatm bin Ismail al-Madni (8),Male,Succ. (Taba' Tabi')
Sulaiman bin Bilal al-Taymi (8),20160,سليمان بن بلال أبو محمد التيمى,سليمان بن بلال التيمي,Sulaiman bin Bilal al-Taymi (8),Male,Succ. (Taba' Tabi')
Talha bin Yahya bin al-Numan ,20162,طلحة بن يحيى بن النعمان الأنصارى الزرقى,طلحة بن يحيى بن النعمان بن أبي عياش,Talha bin Yahya bin al-Numan ,Male,Succ. (Taba' Tabi')
Asim bin Muhammad bin Zayd (7),20163,عاصم بن محمد بن زيد بن عبد الله العمرى,عاصم بن محمد بن زيد العمري,Asim bin Muhammad bin Zayd (7),Male,Succ. (Taba' Tabi')
Abdullah bin Muslima al-Qanabi (9),20164,عبد الله بن مسلمة بن قعنب القعنبى,عبد الله بن مسلمة بن قعنب القعنبي,Abdullah bin Muslima al-Qanabi (9),Male,Succ. (Taba' Tabi')
Abdul Aziz bin Abi Hazim (8),20165,عبد العزيز بن أبى حازم المدنى,عبد العزيز بن أبي حازم,Abdul Aziz bin Abi Hazim (8),Male,Succ. (Taba' Tabi')
Abdul Aziz bin Umar bin Abdul-Aziz ,20166,عبد العزيز بن عمر بن عبد العزيز الأموى,عبد العزيز بن عمر بن عبد العزيز,Abdul Aziz bin Umar bin Abdul-Aziz ,Male,Succ. (Taba' Tabi')
Abdul Aziz bin Muhammad al-Daruradi (8),20167,عبد العزيز بن محمد بن عبيد الدراوردى,عبد العزيز بن محمد الدراوردي,Abdul Aziz bin Muhammad al-Daruradi (8),Male,Succ. (Taba' Tabi')
Falayh bin Suliaman (7),20169,فليح بن سليمان بن أبى المغيرة الخزاعى,فليح بن سليمان,Falayh bin Suliaman (7),Male,Succ. (Taba' Tabi')
Muhammad bin Abi Fadayk (8),20172,محمد بن إسماعيل بن مسلم بن أبى فديك,محمد بن إسماعيل بن مسلم بن أبي فديك,Muhammad bin Abi Fadayk (8),Male,Succ. (Taba' Tabi')
Muhammad bin Jafar bin Abi Kathir (7),20173,محمد بن جعفر بن أبى كثير الأنصارى,محمد بن جعفر بن أبي كثير,Muhammad bin Jafar bin Abi Kathir (7),Male,Succ. (Taba' Tabi')
Muhammad bin Abdullah bin Muslim (7),20176,محمد بن عبد الله بن مسلم الزهرى,محمد بن عبد الله بن مسلم,Muhammad bin Abdullah bin Muslim (7),Male,Succ. (Taba' Tabi')
Muhammad bin Abdur Rahman b. Abi Dhab (7),20177,محمد بن عبد الرحمن بن أبى ذئب العامرى,محمد بن عبد الرحمن بن أبي ذئب,Muhammad bin Abdur Rahman b. Abi Dhab (7),Male,Succ. (Taba' Tabi')
Muhammad bin Matraf (7),20179,محمد بن مطرف بن داود أبو غسان المدنى,محمد بن مطرف,Muhammad bin Matraf (7),Male,Succ. (Taba' Tabi')
al-Mughira bin Abdur Rahman - Qusayy (7),20182,المغيرة بن عبد الرحمن بن عبد الله المدنى,المغيرة بن عبد الرحمن بن عبد الله - قصي,al-Mughira bin Abdur Rahman - Qusayy (7),Male,Succ. (Taba' Tabi')
Yahya bin Wadh (9),20183,يحيى بن واضح أبو تميلة الأنصارى المروزى,يحيى بن واضح,Yahya bin Wadh (9),Male,Succ. (Taba' Tabi')
Yaqub bin Ibrahim bin Sad (9),20184,يعقوب بن إبراهيم بن سعد الزهرى,يعقوب بن إبراهيم بن سعد بن إبراهيم,Yaqub bin Ibrahim bin Sad (9),Male,Succ. (Taba' Tabi')
Yaqub bin Abdur Rahman (8),20185,يعقوب بن عبد الرحمن بن محمد المدنى,يعقوب بن عبد الرحمن الإسكندراني,Yaqub bin Abdur Rahman (8),Male,Succ. (Taba' Tabi')
Abu Bakr bin Umar (7),20186,أبو بكر بن عمر بن عبد الرحمن العدوى,أبو بكر بن عمر بن عبد الرحمن,Abu Bakr bin Umar (7),Male,Succ. (Taba' Tabi')
Ibrahim bin Tahman (7),20187,إبراهيم بن طهمان أبو سعيد الخراسانى,إبراهيم بن طهمان,Ibrahim bin Tahman (7),Male,Succ. (Taba' Tabi')
Ibrahim bin Nafi al-Makhzumi (7),20189,إبراهيم بن نافع المخزومى المكى,إبراهيم بن نافع المخزومي,Ibrahim bin Nafi al-Makhzumi (7),Male,Succ. (Taba' Tabi')
Bashr bin al-Sari al-Afwah (9),20190,بشر بن السرى أبو عمرو الأفوه,بشر بن السري أبو عمرو الأفوه,Bashr bin al-Sari al-Afwah (9),Male,Succ. (Taba' Tabi')
Daud bin Abdur Rahman al-Atar (8),20192,داود بن عبد الرحمن العطار المكى,داود بن عبد الرحمن العطار,Daud bin Abdur Rahman al-Atar (8),Male,Succ. (Taba' Tabi')
Sulaiman bin Harb (9),20193,سليمان بن حرب الأزدى الواشحى,سليمان بن حرب,Sulaiman bin Harb (9),Male,Succ. (Taba' Tabi')
Uthman bin al-Aswad bin Musa (7),20197,عثمان بن الأسود بن موسى المكى,عثمان بن الأسود بن موسى,Uthman bin al-Aswad bin Musa (7),Male,Succ. (Taba' Tabi')
Fadayl bin Iyyad bin Masud (8),20200,فضيل بن عياض التميمى الزاهد,فضيل بن عياض بن مسعود,Fadayl bin Iyyad bin Masud (8),Male,Succ. (Taba' Tabi')
Marwan bin Muawiya al-Fazari (8),20201,مروان بن معاوية بن الحارث الفزارى,مروان بن معاوية الفزاري,Marwan bin Muawiya al-Fazari (8),Male,Succ. (Taba' Tabi')
Makki bin Ibrahim bin Bashayr (9),20202,مكى بن إبراهيم بن بشير التميمى البلخى,مكي بن إبراهيم بن بشير,Makki bin Ibrahim bin Bashayr (9),Male,Succ. (Taba' Tabi')
Nafi bin Umar al-Jumhi (7),20203,نافع بن عمر بن عبد الله بن جميل الجمحى,نافع بن عمر الجمحي,Nafi bin Umar al-Jumhi (7),Male,Succ. (Taba' Tabi')
Yahya bin Saleem al-Taifi (9),20204,يحيى بن سليم الطائفى,يحيى بن سليم الطائفي,Yahya bin Saleem al-Taifi (9),Male,Succ. (Taba' Tabi')
Aban bin Yazid al-Tar (7),20205,أبان بن يزيد العطار أبو يزيد البصرى,أبان بن يزيد العطار,Aban bin Yazid al-Tar (7),Male,Succ. (Taba' Tabi')
Azhar bin Sad al-Saman (9),20206,أزهر بن سعد السمان أبو بكر الباهلى,أزهر بن سعد السمان,Azhar bin Sad al-Saman (9),Male,Succ. (Taba' Tabi')
Ismail bin Ibrahim - Ibn Aliya (8),20208,إسماعيل بن إبراهيم بن مقسم ابن علية,إسماعيل بن إبراهيم - ابن علية,Ismail bin Ibrahim - Ibn Aliya (8),Male,Succ. (Taba' Tabi')
Bashr bin Umar al-Zahrani (9),20211,بشر بن عمر بن الحكم أبو محمد الزهرانى,بشر بن عمر الزهراني,Bashr bin Umar al-Zahrani (9),Male,Succ. (Taba' Tabi')
Bashr bin al-Mufadl bin Lahaq (8),20212,بشر بن المفضل بن لاحق الرقاشى,بشر بن الفضل بن لاحق الرقاشي,Bashr bin al-Mufadl bin Lahaq (8),Male,Succ. (Taba' Tabi')
Bashayr bin Uqba al-Naji (7),20213,بشير بن عقبة أبو عقيل الدورقى الناجى,بشير بن عقبة الناجي السامي,Bashayr bin Uqba al-Naji (7),Male,Succ. (Taba' Tabi')
Bahz bin Asad al-Ami (9),20214,بهز بن أسد أبو الأسود العمى البصرى,بهز بن أسد العمي أبو الأسود البصري,Bahz bin Asad al-Ami (9),Male,Succ. (Taba' Tabi')
Thabit bin Yazid al-Ahwl,20215,ثابت بن يزيد أبو زيد الأحول,ثابت بن يزيد الأحول,Thabit bin Yazid al-Ahwl,Male,Succ. (Taba' Tabi')
Jawayriyya bin Asma bin Ubaid (7),20216,جويرية بن أسماء بن عبيد الضبعى,جويرية بن أسماء بن عبيد الضبعي,Jawayriyya bin Asma bin Ubaid (7),Female,Succ. (Taba' Tabi')
Hatm bin Wrdan bin Mrwan (8),20217,حاتم بن وردان بن مروان السعدى,حاتم بن وردان بن مروان,Hatm bin Wrdan bin Mrwan (8),Male,Succ. (Taba' Tabi')
Hiban bin Hilal (9),20218,حبان بن هلال أبو حبيب البصرى,حبان بن هلال,Hiban bin Hilal (9),Male,Succ. (Taba' Tabi')
Hajjaj bin al-Minhal (9),20219,حجاج بن المنهال أبو محمد السلمى الأنماطى,حجاج بن المنهال,Hajjaj bin al-Minhal (9),Male,Succ. (Taba' Tabi')
Harb bin Shadaad al-Yashkari (7),20220,حرب بن شداد أبو الخطاب اليشكرى البصرى,حرب بن شداد اليشكري,Harb bin Shadaad al-Yashkari (7),Male,Succ. (Taba' Tabi')
Harmy bin Umarah (9),20221,حرمى بن عمارة بن أبى حفصة أبو روح العتكى,حرمي بن عمارة بن أبي حفصة,Harmy bin Umarah (9),Male,Succ. (Taba' Tabi')
al-Hakam bin Abdullah,20223,الحكم بن عبد الله أبو النعمان العجلى,الحكم بن عبد الله,al-Hakam bin Abdullah,Male,Succ. (Taba' Tabi')
Hmad bin Msdh al-Tmymy (9),20224,حماد بن مسعدة أبو سعيد البصرى التميمى,حماد بن مسعدة التميمي,Hmad bin Msdh al-Tmymy (9),Male,Succ. (Taba' Tabi')
Khalid bin al-Harith bin Ubaid (8),20226,خالد بن الحارث بن عبيد بن سليم الهجيمى,خالد بن الحارث بن عبيد,Khalid bin al-Harith bin Ubaid (8),Male,Succ. (Taba' Tabi')
Ruh bin Ubada bin al-Ala (9),20229,روح بن عبادة بن العلاء بن حسان القيسى,روح بن عبادة بن العلاء,Ruh bin Ubada bin al-Ala (9),Male,Succ. (Taba' Tabi')
Said bin al-Rabi (9),20231,سعيد بن الربيع أبو زيد الهروى العامرى,سعيد بن الربيع,Said bin al-Rabi (9),Male,Succ. (Taba' Tabi')
Said bin Amir al-Dabai (9),20232,سعيد بن عامر أبو محمد الضبعى البصرى,سعيد بن عامر الضبعي,Said bin Amir al-Dabai (9),Male,Succ. (Taba' Tabi')
Saleem bin Hiyyan (7),20234,سليم بن حيان الهذلى البصرى,سليم بن حيان,Saleem bin Hiyyan (7),Male,Succ. (Taba' Tabi')
Sulaiman bin Khatir al-Abdi (7),20235,سليمان بن كثير أبو داود العبدى البصرى,سليمان بن كثير العبدي,Sulaiman bin Khatir al-Abdi (7),Male,Succ. (Taba' Tabi')
Sulaiman bin al-Mughira al-Qaysy (7),20236,سليمان بن المغيرة أبو سعيد القيسى البصرى,سليمان بن المغيرة القيسي مولاهم,Sulaiman bin al-Mughira al-Qaysy (7),Male,Succ. (Taba' Tabi')
Salam bin Mskyn bin Rabiya (7),20237,سلام بن مسكين بن ربيعة أبو روح الأزدى,سلام بن مسكين بن ربيعة,Salam bin Mskyn bin Rabiya (7),Male,Succ. (Taba' Tabi')
Shuaib bin Ishaq bin Abdur Rahman (9),20239,شعيب بن إسحاق بن عبد الرحمن الأموى,شعيب بن إسحاق بن عبد الرحمن,Shuaib bin Ishaq bin Abdur Rahman (9),Male,Succ. (Taba' Tabi')
Shayban bin Abdur Rahman (7),20240,شيبان بن عبد الرحمن أبو معاوية النحوى,شيبان بن عبد الرحمن النحوي أبو معاوية,Shayban bin Abdur Rahman (7),Male,Succ. (Taba' Tabi')
al-Dahhak bin Mukhlad Abu Asim al-Nabil (9),20241,الضحاك بن مخلد أبو عاصم النبيل,الضحاك بن مخلد أبو عاصم النبيل,al-Dahhak bin Mukhlad Abu Asim al-Nabil (9),Male,Succ. (Taba' Tabi')
Aabad bin Aabad bin Habib (7),20243,عباد بن عباد بن حبيب أبو معاوية المهلبى,عباد بن عباد بن حبيب بن المهلب,Aabad bin Aabad bin Habib (7),Male,Succ. (Taba' Tabi')
