sequence_id,sanad_chain,chain_length
6967,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبيد الله بن عمر بن حفص بن عاصم العمرى -> يحيى بن سعيد بن فروخ القطان,4
6968,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> إسماعيل بن إبراهيم بن مقسم ابن علية,4
6969,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> حماد بن زيد بن درهم أبو إسماعيل البصرى,4
6970,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> إسماعيل بن إبراهيم بن مقسم ابن علية,4
6971,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> حماد بن زيد بن درهم أبو إسماعيل البصرى,4
6972,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> الضحاك بن عثمان بن عبد الله الأسدى -> محمد بن إسماعيل بن مسلم بن أبى فديك,4
6973,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> يحيى بن سعيد بن قيس الأنصارى -> عبد الوهاب بن عبد المجيد الثقفى,4
6974,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> يحيى بن سعيد بن قيس الأنصارى -> عبد الوهاب بن عبد المجيد الثقفى,4
6975,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> الليث بن سعد أبو الحارث المصرى,3
6976,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> الليث بن سعد أبو الحارث المصرى,3
6977,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبد الملك بن عبد العزيز بن جريج الأموى -> سفيان بن عيينة الهلالى,4
6978,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبد الملك بن عبد العزيز بن جريج الأموى -> سفيان بن عيينة الهلالى,4
6979,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,3
6980,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,3
6981,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,3
6982,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,3
6983,حكيم بن حزام بن خويلد أبو خالد الأسدى -> عبد الله بن الحارث بن نوفل الهاشمى -> صالح بن أبى مريم أبو الخليل الضبعى -> قتادة بن دعامة أبو الخطاب السدوسى -> شعبة بن الحجاج العتكى -> عبد الرحمن بن مهدى بن حسان العنبرى,6
6984,حكيم بن حزام بن خويلد أبو خالد الأسدى -> عبد الله بن الحارث بن نوفل الهاشمى -> صالح بن أبى مريم أبو الخليل الضبعى -> قتادة بن دعامة أبو الخطاب السدوسى -> شعبة بن الحجاج العتكى -> يحيى بن سعيد بن فروخ القطان,6
6985,حكيم بن حزام بن خويلد أبو خالد الأسدى -> عبد الله بن الحارث بن نوفل الهاشمى -> صالح بن أبى مريم أبو الخليل الضبعى -> قتادة بن دعامة أبو الخطاب السدوسى -> شعبة بن الحجاج العتكى -> يحيى بن سعيد بن فروخ القطان,6
6986,حكيم بن حزام بن خويلد أبو خالد الأسدى -> عبد الله بن الحارث بن نوفل الهاشمى -> يزيد بن حميد أبو التياح الضبعى -> همام بن يحيى بن دينار الأزدى العوذى -> عبد الرحمن بن مهدى بن حسان العنبرى,5
6987,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,3
6988,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,3
6989,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,3
6990,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,3
6991,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> سفيان بن سعيد بن مسروق الثورى -> وكيع بن الجراح بن مليح الرؤاسى,4
6992,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> شعبة بن الحجاج العتكى -> محمد بن جعفر الهذلى البصرى غندر,4
6993,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> مالك بن أنس بن مالك بن أبى عامر الأصبحى,3
6994,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبيد الله بن عمر بن حفص بن عاصم العمرى -> عبد الله بن نمير أبو هشام الهمدانى,4
6995,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> إسماعيل بن إبراهيم بن مقسم ابن علية,4
6996,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> إسماعيل بن إبراهيم بن مقسم ابن علية,4
6997,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> يحيى بن سعيد بن قيس الأنصارى -> جرير بن عبد الحميد بن قرط الضبى,4
6998,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> يحيى بن سعيد بن قيس الأنصارى -> عبد الوهاب بن عبد المجيد الثقفى,4
6999,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> يحيى بن سعيد بن قيس الأنصارى -> عبد الوهاب بن عبد المجيد الثقفى,4
7000,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> الضحاك بن عثمان بن عبد الله الأسدى -> محمد بن إسماعيل بن مسلم بن أبى فديك,4
7001,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> موسى بن عقبة بن أبى عياش الأسدى -> حفص بن ميسرة أبو عمر الصنعانى العقيلى,4
7002,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,3
7003,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,3
7004,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,3
7005,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> إسماعيل بن جعفر بن أبى كثير الأنصارى,3
7006,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> سفيان بن سعيد بن مسروق الثورى -> عبد الرحمن بن مهدى بن حسان العنبرى,4
7007,عبد الله بن عمر بن الخطاب العدوى -> عبد الله بن دينار أبو عبد الرحمن العدوى -> شعبة بن الحجاج العتكى -> محمد بن جعفر الهذلى البصرى غندر,4
7008,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> محمد بن مسلم بن تدرس أبو الزبير المكى -> زهير بن معاوية بن حديج أبو خيثمة الجعفى,3
7009,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> محمد بن مسلم بن تدرس أبو الزبير المكى -> زهير بن معاوية بن حديج أبو خيثمة الجعفى,3
7010,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> عمرو بن دينار أبو محمد المكى الأثرم -> زكريا بن إسحاق المكى -> الضحاك بن مخلد أبو عاصم النبيل,4
7011,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> عمرو بن دينار أبو محمد المكى الأثرم -> زكريا بن إسحاق المكى -> روح بن عبادة بن العلاء بن حسان القيسى,4
7012,عبد الله بن عباس بن عبد المطلب الهاشمى -> سعيد بن فيروز أبو البخترى الطائى -> عمرو بن مرة بن عبد الله الجملى المرادى -> شعبة بن الحجاج العتكى -> محمد بن جعفر الهذلى البصرى غندر,5
7013,عبد الله بن عباس بن عبد المطلب الهاشمى -> سعيد بن فيروز أبو البخترى الطائى -> عمرو بن مرة بن عبد الله الجملى المرادى -> شعبة بن الحجاج العتكى -> محمد بن جعفر الهذلى البصرى غندر,5
7014,أبو هريرة الدوسى -> عبد الرحمن بن أبى نعم أبو الحكم البجلى -> فضيل بن غزوان بن جرير الضبى -> محمد بن فضيل بن غزوان الضبى الكوفى,4
7015,عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> سفيان بن عيينة الهلالى,4
7016,عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> سفيان بن عيينة الهلالى,4
7017,عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> سفيان بن عيينة الهلالى,4
7018,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> سفيان بن عيينة الهلالى,5
7019,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> سفيان بن عيينة الهلالى,5
7020,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> سفيان بن عيينة الهلالى,5
7021,عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> يونس بن يزيد بن أبى النجاد الأيلى -> عبد الله بن وهب بن مسلم المصرى,5
7022,أبو هريرة الدوسى -> سعيد بن المسيب بن حزن القرشى المخزومى -> محمد بن مسلم بن شهاب الزهرى -> يونس بن يزيد بن أبى النجاد الأيلى -> عبد الله بن وهب بن مسلم المصرى,5
7023,أبو هريرة الدوسى -> أبو سلمة بن عبد الرحمن بن عوف الزهرى -> محمد بن مسلم بن شهاب الزهرى -> يونس بن يزيد بن أبى النجاد الأيلى -> عبد الله بن وهب بن مسلم المصرى,5
7024,عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> يونس بن يزيد بن أبى النجاد الأيلى -> عبد الله بن وهب بن مسلم المصرى,5
7025,أبو هريرة الدوسى -> سعيد بن المسيب بن حزن القرشى المخزومى -> محمد بن مسلم بن شهاب الزهرى -> يونس بن يزيد بن أبى النجاد الأيلى -> عبد الله بن وهب بن مسلم المصرى,5
7026,أبو هريرة الدوسى -> أبو سلمة بن عبد الرحمن بن عوف الزهرى -> محمد بن مسلم بن شهاب الزهرى -> يونس بن يزيد بن أبى النجاد الأيلى -> عبد الله بن وهب بن مسلم المصرى,5
7027,سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> عقيل بن خالد بن عقيل أبو خالد الأيلى -> الليث بن سعد أبو الحارث المصرى -> حجين بن المثنى أبو عمر اليمامى,5
7028,سعيد بن المسيب بن حزن القرشى المخزومى -> محمد بن مسلم بن شهاب الزهرى -> عقيل بن خالد بن عقيل أبو خالد الأيلى -> الليث بن سعد أبو الحارث المصرى -> حجين بن المثنى أبو عمر اليمامى,5
7029,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> عقيل بن خالد بن عقيل أبو خالد الأيلى -> الليث بن سعد أبو الحارث المصرى -> حجين بن المثنى أبو عمر اليمامى,7
7030,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> مالك بن أنس بن مالك بن أبى عامر الأصبحى,4
7031,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> يحيى بن سعيد بن قيس الأنصارى -> سليمان بن بلال أبو محمد التيمى,5
7032,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> يحيى بن سعيد بن قيس الأنصارى -> عبد الوهاب بن عبد المجيد الثقفى,5
7033,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> يحيى بن سعيد بن قيس الأنصارى -> هشيم بن بشير أبو معاوية السلمى,5
7034,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> يحيى بن سعيد بن قيس الأنصارى -> الليث بن سعد أبو الحارث المصرى,5
7035,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبيد الله بن عمر بن حفص بن عاصم العمرى -> عبد الله بن نمير أبو هشام الهمدانى,5
7036,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبيد الله بن عمر بن حفص بن عاصم العمرى -> يحيى بن سعيد بن فروخ القطان,5
7037,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> حماد بن زيد بن درهم أبو إسماعيل البصرى,5
7038,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> إسماعيل بن إبراهيم بن مقسم ابن علية,5
7039,زيد بن ثابت بن الضحاك بن لوذان النجارى -> عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> حماد بن زيد بن درهم أبو إسماعيل البصرى,5
7040,سهل بن أبى حثمة بن ساعدة الأنصارى -> بشير بن يسار الحارثى مولى الأنصار -> يحيى بن سعيد بن قيس الأنصارى -> سليمان بن بلال أبو محمد التيمى,4
7041,أصحاب رسول الله [ سهل بن أبى حثمة ] -> بشير بن يسار الحارثى مولى الأنصار -> يحيى بن سعيد بن قيس الأنصارى -> الليث بن سعد أبو الحارث المصرى,4
7042,أصحاب رسول الله [ سهل بن أبى حثمة ] -> بشير بن يسار الحارثى مولى الأنصار -> يحيى بن سعيد بن قيس الأنصارى -> الليث بن سعد أبو الحارث المصرى,4
7043,أصحاب رسول الله [ سهل بن أبى حثمة ] -> بشير بن يسار الحارثى مولى الأنصار -> يحيى بن سعيد بن قيس الأنصارى -> عبد الوهاب بن عبد المجيد الثقفى,4
7044,أصحاب رسول الله [ سهل بن أبى حثمة ] -> بشير بن يسار الحارثى مولى الأنصار -> يحيى بن سعيد بن قيس الأنصارى -> عبد الوهاب بن عبد المجيد الثقفى,4
7045,أصحاب رسول الله [ سهل بن أبى حثمة ] -> بشير بن يسار الحارثى مولى الأنصار -> يحيى بن سعيد بن قيس الأنصارى -> عبد الوهاب بن عبد المجيد الثقفى,4
7046,سهل بن أبى حثمة بن ساعدة الأنصارى -> بشير بن يسار الحارثى مولى الأنصار -> يحيى بن سعيد بن قيس الأنصارى -> سفيان بن عيينة الهلالى,4
7047,سهل بن أبى حثمة بن ساعدة الأنصارى -> بشير بن يسار الحارثى مولى الأنصار -> يحيى بن سعيد بن قيس الأنصارى -> سفيان بن عيينة الهلالى,4
7048,رافع بن خديج بن رافع الأنصارى -> بشير بن يسار الحارثى مولى الأنصار -> الوليد بن كثير أبو محمد المدنى المخزومى -> حماد بن أسامة أبو أسامة القرشى الكوفى,4
7049,سهل بن أبى حثمة بن ساعدة الأنصارى -> بشير بن يسار الحارثى مولى الأنصار -> الوليد بن كثير أبو محمد المدنى المخزومى -> حماد بن أسامة أبو أسامة القرشى الكوفى,4
7050,رافع بن خديج بن رافع الأنصارى -> بشير بن يسار الحارثى مولى الأنصار -> الوليد بن كثير أبو محمد المدنى المخزومى -> حماد بن أسامة أبو أسامة القرشى الكوفى,4
7051,سهل بن أبى حثمة بن ساعدة الأنصارى -> بشير بن يسار الحارثى مولى الأنصار -> الوليد بن كثير أبو محمد المدنى المخزومى -> حماد بن أسامة أبو أسامة القرشى الكوفى,4
7052,أبو هريرة الدوسى -> أبو سفيان مولى عبد الله بن أبى أحمد -> داود بن الحصين الأموى المدنى -> مالك بن أنس بن مالك بن أبى عامر الأصبحى,4
7053,أبو هريرة الدوسى -> أبو سفيان مولى عبد الله بن أبى أحمد -> داود بن الحصين الأموى المدنى -> مالك بن أنس بن مالك بن أبى عامر الأصبحى,4
7054,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> مالك بن أنس بن مالك بن أبى عامر الأصبحى,3
7055,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبيد الله بن عمر بن حفص بن عاصم العمرى -> محمد بن بشر أبو عبد الله العبدى الكوفى,4
7056,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبيد الله بن عمر بن حفص بن عاصم العمرى -> محمد بن بشر أبو عبد الله العبدى الكوفى,4
7057,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبيد الله بن عمر بن حفص بن عاصم العمرى -> يحيى بن زكريا بن أبى زائدة الهمدانى,4
7058,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبيد الله بن عمر بن حفص بن عاصم العمرى -> حماد بن أسامة أبو أسامة القرشى الكوفى,4
7059,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبيد الله بن عمر بن حفص بن عاصم العمرى -> حماد بن أسامة أبو أسامة القرشى الكوفى,4
7060,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبيد الله بن عمر بن حفص بن عاصم العمرى -> حماد بن أسامة أبو أسامة القرشى الكوفى,4
7061,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> إسماعيل بن إبراهيم بن مقسم ابن علية,4
7062,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> إسماعيل بن إبراهيم بن مقسم ابن علية,4
7063,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> حماد بن زيد بن درهم أبو إسماعيل البصرى,4
7064,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> حماد بن زيد بن درهم أبو إسماعيل البصرى,4
7065,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> الليث بن سعد أبو الحارث المصرى,3
7066,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> الليث بن سعد أبو الحارث المصرى,3
7067,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> يونس بن يزيد بن أبى النجاد الأيلى -> عبد الله بن وهب بن مسلم المصرى,4
7068,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> موسى بن عقبة بن أبى عياش الأسدى -> حفص بن ميسرة أبو عمر الصنعانى العقيلى,4
7069,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> الضحاك بن عثمان بن عبد الله الأسدى -> محمد بن إسماعيل بن مسلم بن أبى فديك,4
7070,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> مالك بن أنس بن مالك بن أبى عامر الأصبحى,3
7071,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبيد الله بن عمر بن حفص بن عاصم العمرى -> محمد بن بشر أبو عبد الله العبدى الكوفى,4
7072,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبيد الله بن عمر بن حفص بن عاصم العمرى -> عبد الله بن نمير أبو هشام الهمدانى,4
7073,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> عبيد الله بن عمر بن حفص بن عاصم العمرى -> يحيى بن سعيد بن فروخ القطان,4
7074,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> الليث بن سعد أبو الحارث المصرى,3
7075,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> الليث بن سعد أبو الحارث المصرى,3
7076,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> إسماعيل بن إبراهيم بن مقسم ابن علية,4
7077,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> حماد بن زيد بن درهم أبو إسماعيل البصرى,4
7078,عبد الله بن عمر بن الخطاب العدوى -> نافع أبو عبد الله المدنى مولى ابن عمر -> أيوب بن أبى تميمة السختيانى -> حماد بن زيد بن درهم أبو إسماعيل البصرى,4
7079,عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> الليث بن سعد أبو الحارث المصرى,4
7080,عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> الليث بن سعد أبو الحارث المصرى,4
7081,عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> الليث بن سعد أبو الحارث المصرى,4
7082,عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> سفيان بن عيينة الهلالى,4
7083,عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> سفيان بن عيينة الهلالى,4
7084,عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> سفيان بن عيينة الهلالى,4
7085,عبد الله بن عمر بن الخطاب العدوى -> سالم بن عبد الله بن عمر بن الخطاب العدوى -> محمد بن مسلم بن شهاب الزهرى -> يونس بن يزيد بن أبى النجاد الأيلى -> عبد الله بن وهب بن مسلم المصرى,5
7086,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> عطاء بن أبى رباح المكى القرشى -> عبد الملك بن عبد العزيز بن جريج الأموى -> سفيان بن عيينة الهلالى,4
7087,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> عطاء بن أبى رباح المكى القرشى -> عبد الملك بن عبد العزيز بن جريج الأموى -> سفيان بن عيينة الهلالى,4
7088,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> عطاء بن أبى رباح المكى القرشى -> عبد الملك بن عبد العزيز بن جريج الأموى -> سفيان بن عيينة الهلالى,4
7089,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> عطاء بن أبى رباح المكى القرشى -> عبد الملك بن عبد العزيز بن جريج الأموى -> الضحاك بن مخلد أبو عاصم النبيل,4
7090,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> محمد بن مسلم بن تدرس أبو الزبير المكى -> عبد الملك بن عبد العزيز بن جريج الأموى -> الضحاك بن مخلد أبو عاصم النبيل,4
7091,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> عطاء بن أبى رباح المكى القرشى -> عبد الملك بن عبد العزيز بن جريج الأموى -> مخلد بن يزيد القرشى الحرانى,4
7092,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> سعيد بن مينا أبو الوليد مولى البخترى -> زيد بن أبى أنيسة أبو أسامة الجزرى -> عبيد الله بن عمرو بن أبى الوليد الرقى -> زكريا بن عدى بن الصلت أبو يحيى التيمى,5
7093,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> عطاء بن أبى رباح المكى القرشى -> زيد بن أبى أنيسة أبو أسامة الجزرى -> عبيد الله بن عمرو بن أبى الوليد الرقى -> زكريا بن عدى بن الصلت أبو يحيى التيمى,5
7094,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> أبو الوليد المكى يسار بن عبد الرحمن -> زيد بن أبى أنيسة أبو أسامة الجزرى -> عبيد الله بن عمرو بن أبى الوليد الرقى -> زكريا بن عدى بن الصلت أبو يحيى التيمى,5
7095,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> سعيد بن مينا أبو الوليد مولى البخترى -> زيد بن أبى أنيسة أبو أسامة الجزرى -> عبيد الله بن عمرو بن أبى الوليد الرقى -> زكريا بن عدى بن الصلت أبو يحيى التيمى,5
7096,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> عطاء بن أبى رباح المكى القرشى -> زيد بن أبى أنيسة أبو أسامة الجزرى -> عبيد الله بن عمرو بن أبى الوليد الرقى -> زكريا بن عدى بن الصلت أبو يحيى التيمى,5
7097,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> أبو الوليد المكى يسار بن عبد الرحمن -> زيد بن أبى أنيسة أبو أسامة الجزرى -> عبيد الله بن عمرو بن أبى الوليد الرقى -> زكريا بن عدى بن الصلت أبو يحيى التيمى,5
7098,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> سعيد بن مينا أبو الوليد مولى البخترى -> سليم بن حيان الهذلى البصرى -> بهز بن أسد أبو الأسود العمى البصرى,4
7099,جابر بن عبد الله بن عمرو بن حرام الأنصارى -> سعيد بن مينا أبو الوليد مولى البخترى -> أيوب بن أبى تميمة السختيانى -> حماد بن زيد بن درهم أبو إسماعيل البصرى,4
